year,month,day,d1,d2,d3,tmx,tmx2,tmx3,tmx4,tmn,tmn2,tmn3,tmn4,ppt,sr1,sr2,sr3,sr4
1959,6,14,0,0,0,37.22,34.71,31.37,27.72,15,13.37,9.71,8.86,0,0,-901,-901,0.5
1959,6,15,0,0,0,35,32.49,29.15,25.5,15,13.37,9.71,8.86,0,0,-901,-901,0.5
1959,6,16,0,0,0,35,32.49,29.15,25.5,12.22,10.59,6.93,6.08,0,0,-901,-901,0.4
1959,6,17,0,0,0,37.22,34.71,31.37,27.72,12.78,11.15,7.49,6.64,0,0,-901,-901,0.4
1959,6,18,0,0,0,37.22,34.71,31.37,27.72,13.89,12.26,8.6,7.75,0,0,-901,-901,0.4
1959,6,19,0,0,0,40.56,38.05,34.71,31.06,15.56,13.93,10.27,9.42,0,0,-901,-901,0.4
1959,6,20,0,0,0,40.56,38.05,34.71,31.06,16.67,15.04,11.38,10.53,0,0,-901,-901,0.3
1959,6,21,0,0,0,38.89,36.38,33.04,29.39,16.67,15.04,11.38,10.53,0,0,-901,-901,0.3
1959,6,22,0,0,0,39.44,36.93,33.59,29.94,17.22,15.59,11.93,11.08,0,0,-901,-901,0.3
1959,6,23,0,0,0,39.44,36.93,33.59,29.94,17.22,15.59,11.93,11.08,0,0,-901,-901,0.3
1959,6,24,0,0,0,36.67,34.16,30.82,27.17,15.56,13.93,10.27,9.42,0,0,-901,-901,0.4
1959,6,25,0,0,0,29.44,26.93,23.59,19.94,16.11,14.48,10.82,9.97,0,0,-901,-901,0.4
1959,6,26,0,0,0,27.78,25.27,21.93,18.28,16.67,15.04,11.38,10.53,0,0,-901,-901,0.4
1959,6,27,0,0,0,28.89,26.38,23.04,19.39,17.22,15.59,11.93,11.08,0,0,-901,-901,0.3
1959,6,28,0,0,0,28.33,25.82,22.48,18.83,16.11,14.48,10.82,9.97,0.01,0,-901,-901,0.3
1959,6,29,0,0,0,33.33,30.82,27.48,23.83,12.78,11.15,7.49,6.64,0,0,-901,-901,0.4
1959,6,30,0,0,0,35.56,33.05,29.71,26.06,15,13.37,9.71,8.86,0,0,-901,-901,0.4
1959,7,1,0,0,0,36.11,33.25,29.42,25.26,18.33,18.02,14.25,14.22,0,0,-901,-901,0.3
1959,7,2,0,0,0,37.78,34.92,31.09,26.93,18.89,18.58,14.81,14.78,0,0,-901,-901,0.3
1959,7,3,0,0,0,37.78,34.92,31.09,26.93,18.89,18.58,14.81,14.78,0,0,-901,-901,0.4
1959,7,4,0,0,0,36.67,33.81,29.98,25.82,18.33,18.02,14.25,14.22,0,0,-901,-901,0.3
1959,7,5,0,0,0,36.67,33.81,29.98,25.82,15.56,15.25,11.48,11.45,0,0,-901,-901,0.3
1959,7,6,0,0,0,36.67,33.81,29.98,25.82,15.56,15.25,11.48,11.45,0,0,-901,-901,0.3
1959,7,7,0,0,0,36.67,33.81,29.98,25.82,15,14.69,10.92,10.89,0,0,-901,-901,0.4
1959,7,8,0,0,0,40,37.14,33.31,29.15,15,14.69,10.92,10.89,0,0,-901,-901,0.4
1959,7,9,0,0,0,43.89,41.03,37.2,33.04,17.78,17.47,13.7,13.67,0,0,-901,-901,0.3
1959,7,10,0,0,0,44.44,41.58,37.75,33.59,21.67,21.36,17.59,17.56,0,0,-901,-901,0.3
1959,7,11,0,0,0,40.56,37.7,33.87,29.71,19.44,19.13,15.36,15.33,0,0,-901,-901,0.3
1959,7,12,0,0,0,38.89,36.03,32.2,28.04,18.33,18.02,14.25,14.22,0,0,-901,-901,0.3
1959,7,13,0,0,0,38.33,35.47,31.64,27.48,17.78,17.47,13.7,13.67,0,0,-901,-901,0.3
1959,7,14,0,0,0,37.22,34.36,30.53,26.37,17.78,17.47,13.7,13.67,0,0,-901,-901,0.3
1959,7,15,0,0,0,36.67,33.81,29.98,25.82,17.22,16.91,13.14,13.11,0,0,-901,-901,0.3
1959,7,16,0,0,0,37.22,34.36,30.53,26.37,17.22,16.91,13.14,13.11,0,0,-901,-901,0.3
1959,7,17,0,0,0,37.22,34.36,30.53,26.37,17.78,17.47,13.7,13.67,0,0,-901,-901,0.3
1959,7,18,0,0,0,35.56,32.7,28.87,24.71,17.78,17.47,13.7,13.67,0,0,-901,-901,0.3
1959,7,19,0,0,0,36.67,33.81,29.98,25.82,18.33,18.02,14.25,14.22,0,0,-901,-901,0.3
1959,7,20,0,0,0,35.56,32.7,28.87,24.71,17.22,16.91,13.14,13.11,0,0,-901,-901,0.3
1959,7,21,0,0,0,35.56,32.7,28.87,24.71,16.67,16.36,12.59,12.56,0,0,-901,-901,1.1
1959,7,22,0,0,0,33.33,30.47,26.64,22.48,17.78,17.47,13.7,13.67,0,0,-901,-901,0.5
1959,7,23,0,0,0,39.44,36.58,32.75,28.59,18.33,18.02,14.25,14.22,0,0,-901,-901,0.4
1959,7,24,0,0,0,42.22,39.36,35.53,31.37,20,19.69,15.92,15.89,0,0,-901,-901,0.4
1959,7,25,0,0,0,41.67,38.81,34.98,30.82,21.67,21.36,17.59,17.56,0,0,-901,-901,0.4
1959,7,26,0,0,0,38.89,36.03,32.2,28.04,20.56,20.25,16.48,16.45,0,0,-901,-901,0.4
1959,7,27,0,0,0,35.56,32.7,28.87,24.71,17.78,17.47,13.7,13.67,0,0,-901,-901,0.4
1959,7,28,0,0,0,35.56,32.7,28.87,24.71,16.11,15.8,12.03,12,0,0,-901,-901,0.4
1959,7,29,0,0,0,35.56,32.7,28.87,24.71,16.67,16.36,12.59,12.56,0,0,-901,-901,0.5
1959,7,30,0,0,0,39.44,36.58,32.75,28.59,18.33,18.02,14.25,14.22,0,0,-901,-901,0.6
1959,7,31,0,0,0,41.67,38.81,34.98,30.82,21.11,20.8,17.03,17,0,0,-901,-901,0.4
1959,8,1,0,0,0,41.11,38.05,33.96,29.51,22.78,22.35,18.16,17.46,0,0,-901,-901,0.3
1959,8,2,0,0,0,37.78,34.72,30.63,26.18,21.67,21.24,17.05,16.35,0,0,-901,-901,0.3
1959,8,3,0,0,0,36.67,33.61,29.52,25.07,16.11,15.68,11.49,10.79,0,0,-901,-901,0.4
1959,8,4,0,0,0,34.44,31.38,27.29,22.84,15,14.57,10.38,9.68,0,0,-901,-901,0.3
1959,8,5,0,0,0,35,31.94,27.85,23.4,14.44,14.01,9.82,9.12,0,0,-901,-901,0.3
1959,8,6,0,0,0,37.78,34.72,30.63,26.18,16.11,15.68,11.49,10.79,0,0,-901,-901,0.4
1959,8,7,0,0,0,38.89,35.83,31.74,27.29,18.89,18.46,14.27,13.57,0,0,-901,-901,0.4
1959,8,8,0,0,0,38.33,35.27,31.18,26.73,21.67,21.24,17.05,16.35,0,0,-901,-901,0.3
1959,8,9,0,0,0,38.89,35.83,31.74,27.29,18.89,18.46,14.27,13.57,0,0,-901,-901,0.4
1959,8,10,0,0,0,38.89,35.83,31.74,27.29,18.89,18.46,14.27,13.57,0,0,-901,-901,0.6
1959,8,11,0,0,0,39.44,36.38,32.29,27.84,17.78,17.35,13.16,12.46,0,0,-901,-901,0.4
1959,8,12,0,0,0,36.67,33.61,29.52,25.07,16.11,15.68,11.49,10.79,0,0,-901,-901,0.6
1959,8,13,0,0,0,35,31.94,27.85,23.4,15.56,15.13,10.94,10.24,0,0,-901,-901,0.5
1959,8,14,0,0,0,33.89,30.83,26.74,22.29,16.67,16.24,12.05,11.35,0,0,-901,-901,0.6
1959,8,15,0,0,0,32.78,29.72,25.63,21.18,16.11,15.68,11.49,10.79,0,0,-901,-901,0.6
1959,8,16,0,0,0,33.33,30.27,26.18,21.73,14.44,14.01,9.82,9.12,0,0,-901,-901,0.6
1959,8,17,0,0,0,30.56,27.5,23.41,18.96,15,14.57,10.38,9.68,0,0,-901,-901,0.6
1959,8,18,0,0,0,28.89,25.83,21.74,17.29,15.56,15.13,10.94,10.24,0,0,-901,-901,0.6
1959,8,19,0,0,0,25,21.94,17.85,13.4,16.11,15.68,11.49,10.79,0,0,-901,-901,0.6
1959,8,20,0,0,0,27.78,24.72,20.63,16.18,12.78,12.35,8.16,7.46,0,0,-901,-901,0.5
1959,8,21,0,0,0,33.33,30.27,26.18,21.73,10.56,10.13,5.94,5.24,0,0,-901,-901,0.5
1959,8,22,0,0,0,37.78,34.72,30.63,26.18,17.22,16.79,12.6,11.9,0,0,-901,-901,0.4
1959,8,23,0,0,0,33.89,30.83,26.74,22.29,21.67,21.24,17.05,16.35,0,0,-901,-901,0.4
1959,8,24,0,0,0,32.78,29.72,25.63,21.18,16.67,16.24,12.05,11.35,0,0,-901,-901,0.4
1959,8,25,0,0,0,30,26.94,22.85,18.4,20,19.57,15.38,14.68,0,0,-901,-901,0.4
1959,8,26,0,0,0,32.78,29.72,25.63,21.18,18.33,17.9,13.71,13.01,0,0,-901,-901,0.4
1959,8,27,0,0,0,33.33,30.27,26.18,21.73,16.11,15.68,11.49,10.79,0,0,-901,-901,0.4
1959,8,28,0,0,0,32.22,29.16,25.07,20.62,14.44,14.01,9.82,9.12,0,0,-901,-901,0.6
1959,8,29,0,0,0,37.22,34.16,30.07,25.62,13.89,13.46,9.27,8.57,0,0,-901,-901,0.4
1959,8,30,0,0,0,39.44,36.38,32.29,27.84,15.56,15.13,10.94,10.24,0,0,-901,-901,0.4
1959,8,31,0,0,0,39.44,36.38,32.29,27.84,13.33,12.9,8.71,8.01,0,0,-901,-901,0.6
1959,9,1,0,0,0,37.78,34.4,29.88,24.97,13.89,13.63,7.91,6.53,0,0,-901,-901,0.5
1959,9,2,0,0,0,33.89,30.51,25.99,21.08,13.89,13.63,7.91,6.53,0,0,-901,-901,0.5
1959,9,3,0,0,0,32.78,29.4,24.88,19.97,15,14.74,9.02,7.64,0,0,-901,-901,0.4
1959,9,4,0,0,0,36.11,32.73,28.21,23.3,14.44,14.18,8.46,7.08,0,0,-901,-901,0.6
1959,9,5,0,0,0,40,36.62,32.1,27.19,16.11,15.85,10.13,8.75,0,0,-901,-901,0.4
1959,9,6,0,0,0,37.22,33.84,29.32,24.41,13.89,13.63,7.91,6.53,0,0,-901,-901,0.4
1959,9,7,0,0,0,35.56,32.18,27.66,22.75,13.33,13.07,7.35,5.97,0,0,-901,-901,0.6
1959,9,8,0,0,0,35.56,32.18,27.66,22.75,15,14.74,9.02,7.64,0,0,-901,-901,0.6
1959,9,9,0,0,0,40,36.62,32.1,27.19,14.44,14.18,8.46,7.08,0,0,-901,-901,0.6
1959,9,10,0,0,0,37.22,33.84,29.32,24.41,16.67,16.41,10.69,9.31,0,0,-901,-901,0.6
1959,9,11,0,0,0,35,31.62,27.1,22.19,23.33,23.07,17.35,15.97,0,0,-901,-901,0.6
1959,9,12,0,0,0,35,31.62,27.1,22.19,22.78,22.52,16.8,15.42,0,0,-901,-901,0.6
1959,9,13,0,0,0,35,31.62,27.1,22.19,21.67,21.41,15.69,14.31,0,16,-901,-901,1.3
1959,9,14,0,0,0,30,26.62,22.1,17.19,19.44,19.18,13.46,12.08,0.08,0,-901,-901,0.9
1959,9,15,0,0,0,26.67,23.29,18.77,13.86,15,14.74,9.02,7.64,0,0,-901,-901,0.9
1959,9,16,0,0,0,22.22,18.84,14.32,9.41,14.44,14.18,8.46,7.08,0,0,-901,-901,0.8
1959,9,17,0,0,0,25,21.62,17.1,12.19,15,14.74,9.02,7.64,0,0,-901,-901,0.9
1959,9,18,0,0,0,26.11,22.73,18.21,13.3,14.44,14.18,8.46,7.08,0,0,-901,-901,0.8
1959,9,19,0,0,0,27.22,23.84,19.32,14.41,16.67,16.41,10.69,9.31,0,0,-901,-901,0.7
1959,9,20,0,0,0,29.44,26.06,21.54,16.63,15.56,15.3,9.58,8.2,0,0,-901,-901,0.7
1959,9,21,0,0,0,26.67,23.29,18.77,13.86,14.44,14.18,8.46,7.08,0,0,-901,-901,0.9
1959,9,22,0,0,0,23.33,19.95,15.43,10.52,12.22,11.96,6.24,4.86,0,0,-901,-901,1
1959,9,23,0,0,0,26.67,23.29,18.77,13.86,13.33,13.07,7.35,5.97,0,0,-901,-901,0.9
1959,9,24,0,0,0,32.22,28.84,24.32,19.41,15,14.74,9.02,7.64,0,0,-901,-901,1
1959,9,25,0,0,0,30,26.62,22.1,17.19,11.11,10.85,5.13,3.75,0,0,-901,-901,1.1
1959,9,26,0,0,0,31.11,27.73,23.21,18.3,11.11,10.85,5.13,3.75,0,0,-901,-901,0.7
1959,9,27,0,0,0,24.44,21.06,16.54,11.63,15,14.74,9.02,7.64,0,0,-901,-901,0.9
1959,9,28,0,0,0,22.22,18.84,14.32,9.41,14.44,14.18,8.46,7.08,0,0,-901,-901,1
1959,9,29,0,0,0,29.44,26.06,21.54,16.63,13.89,13.63,7.91,6.53,0,0,-901,-901,0.9
1959,9,30,0,0,0,22.78,19.4,14.88,9.97,13.89,13.63,7.91,6.53,0,0,-901,-901,0.9
1959,10,1,0,0,0,25.56,21.98,17.19,11.97,10.56,9.87,3.04,2.49,0.3,0,-901,-901,1.4
1959,10,2,0,0,0,28.33,24.75,19.96,14.74,8.89,8.2,1.37,0.82,0,0,-901,-901,1.3
1959,10,3,0,0,0,29.44,25.86,21.07,15.85,10,9.31,2.48,1.93,0,0,-901,-901,0.8
1959,10,4,0,0,0,32.22,28.64,23.85,18.63,9.44,8.75,1.92,1.37,0,0,-901,-901,1.4
1959,10,5,0,0,0,31.67,28.09,23.3,18.08,11.11,10.42,3.59,3.04,0,0,-901,-901,1.1
1959,10,6,0,0,0,28.89,25.31,20.52,15.3,10.56,9.87,3.04,2.49,0,0,-901,-901,0.7
1959,10,7,0,0,0,26.11,22.53,17.74,12.52,11.11,10.42,3.59,3.04,0,0,-901,-901,0.8
1959,10,8,0,0,0,29.44,25.86,21.07,15.85,9.44,8.75,1.92,1.37,0,0,-901,-901,0.8
1959,10,9,0,0,0,28.89,25.31,20.52,15.3,11.11,10.42,3.59,3.04,0,0,-901,-901,0.8
1959,10,10,0,0,0,33.33,29.75,24.96,19.74,12.22,11.53,4.7,4.15,0,0,-901,-901,0.6
1959,10,11,0,0,0,33.33,29.75,24.96,19.74,13.33,12.64,5.81,5.26,0,0,-901,-901,0.7
1959,10,12,0,0,0,31.67,28.09,23.3,18.08,13.33,12.64,5.81,5.26,0,0,-901,-901,0.7
1959,10,13,0,0,0,35,31.42,26.63,21.41,12.78,12.09,5.26,4.71,0,0,-901,-901,0.8
1959,10,14,0,0,0,36.67,33.09,28.3,23.08,10.56,9.87,3.04,2.49,0,0,-901,-901,0.8
1959,10,15,0,0,0,38.33,34.75,29.96,24.74,13.33,12.64,5.81,5.26,0,0,-901,-901,0.8
1959,10,16,0,0,0,38.33,34.75,29.96,24.74,13.33,12.64,5.81,5.26,0,0,-901,-901,0.8
1959,10,17,0,0,0,38.33,34.75,29.96,24.74,12.78,12.09,5.26,4.71,0,0,-901,-901,0.7
1959,10,18,0,0,0,34.44,30.86,26.07,20.85,13.33,12.64,5.81,5.26,0,0,-901,-901,0.7
1959,10,19,0,0,0,24.44,20.86,16.07,10.85,9.44,8.75,1.92,1.37,0,0,-901,-901,1
1959,10,20,0,0,0,25,21.42,16.63,11.41,11.11,10.42,3.59,3.04,0,0,-901,-901,1
1959,10,21,0,0,0,25.56,21.98,17.19,11.97,8.89,8.2,1.37,0.82,0,0,-901,-901,1.3
1959,10,22,0,0,0,36.11,32.53,27.74,22.52,10,9.31,2.48,1.93,0,0,-901,-901,0.9
1959,10,23,0,0,0,38.33,34.75,29.96,24.74,15.56,14.87,8.04,7.49,0,0,-901,-901,1.1
1959,10,24,0,0,0,35,31.42,26.63,21.41,13.89,13.2,6.37,5.82,0,0,-901,-901,0.9
1959,10,25,0,0,0,22.78,19.2,14.41,9.19,14.44,13.75,6.92,6.37,0,0,-901,-901,0.8
1959,10,26,0,0,0,19.44,15.86,11.07,5.85,15,14.31,7.48,6.93,0,0,-901,-901,0.7
1959,10,27,0,0,0,18.89,15.31,10.52,5.3,15.56,14.87,8.04,7.49,0,0,-901,-901,0.8
1959,10,28,0,0,0,25.56,21.98,17.19,11.97,15,14.31,7.48,6.93,0,0,-901,-901,0.6
1959,10,29,0,0,0,20,16.42,11.63,6.41,12.78,12.09,5.26,4.71,0,0,-901,-901,0.6
1959,10,30,0,0,0,19.44,15.86,11.07,5.85,8.89,8.2,1.37,0.82,0,0,-901,-901,0.6
1959,10,31,0,0,0,20.56,16.98,12.19,6.97,9.44,8.75,1.92,1.37,0,0,-901,-901,0.5
1959,11,1,0,0,0,25,21.34,16.44,11.11,8.33,8,1.06,-0.48,0,0,-901,-901,0.5
1959,11,2,0,0,0,17.22,13.56,8.66,3.33,10,9.67,2.73,1.19,0.68,0,-901,-901,1.8
1959,11,3,0,0,0,17.78,14.12,9.22,3.89,11.11,10.78,3.84,2.3,0.03,0,-901,-901,0.6
1959,11,4,0,0,0,19.44,15.78,10.88,5.55,9.44,9.11,2.17,0.63,0,0,-901,-901,0.5
1959,11,5,0,0,0,23.89,20.23,15.33,10,7.78,7.45,0.51,-1.03,0,0,-901,-901,0.6
1959,11,6,0,0,0,26.67,23.01,18.11,12.78,3.89,3.56,-3.38,-4.92,0,0,-901,-901,0.6
1959,11,7,0,0,0,28.89,25.23,20.33,15,5.56,5.23,-1.71,-3.25,0,0,-901,-901,0.5
1959,11,8,0,0,0,30,26.34,21.44,16.11,7.22,6.89,-0.05,-1.59,0,0,-901,-901,0.6
1959,11,9,0,0,0,28.89,25.23,20.33,15,7.78,7.45,0.51,-1.03,0,0,-901,-901,0.6
1959,11,10,0,0,0,27.78,24.12,19.22,13.89,8.33,8,1.06,-0.48,0,0,-901,-901,0.6
1959,11,11,0,0,0,28.33,24.67,19.77,14.44,9.44,9.11,2.17,0.63,0,0,-901,-901,0.6
1959,11,12,0,0,0,25.56,21.9,17,11.67,8.33,8,1.06,-0.48,0,0,-901,-901,0.6
1959,11,13,0,0,0,24.44,20.78,15.88,10.55,8.33,8,1.06,-0.48,0,0,-901,-901,0.6
1959,11,14,0,0,0,24.44,20.78,15.88,10.55,6.67,6.34,-0.6,-2.14,0,0,-901,-901,0.4
1959,11,15,0,0,0,16.67,13.01,8.11,2.78,10.56,10.23,3.29,1.75,0,0,-901,-901,0.5
1959,11,16,0,0,0,23.89,20.23,15.33,10,3.89,3.56,-3.38,-4.92,0,0,-901,-901,0.5
1959,11,17,0,0,0,26.67,23.01,18.11,12.78,7.22,6.89,-0.05,-1.59,0,0,-901,-901,0.6
1959,11,18,0,0,0,26.67,23.01,18.11,12.78,12.22,11.89,4.95,3.41,0,0,-901,-901,0.6
1959,11,19,0,0,0,21.67,18.01,13.11,7.78,7.22,6.89,-0.05,-1.59,0,0,-901,-901,0.6
1959,11,20,0,0,0,27.78,24.12,19.22,13.89,7.78,7.45,0.51,-1.03,0,0,-901,-901,0.5
1959,11,21,0,0,0,26.67,23.01,18.11,12.78,7.22,6.89,-0.05,-1.59,0,0,-901,-901,0.4
1959,11,22,0,0,0,25,21.34,16.44,11.11,8.89,8.56,1.62,0.08,0,0,-901,-901,0.5
1959,11,23,0,0,0,29.44,25.78,20.88,15.55,8.33,8,1.06,-0.48,0,0,-901,-901,0.6
1959,11,24,0,0,0,30.56,26.9,22,16.67,10,9.67,2.73,1.19,0,0,-901,-901,0.6
1959,11,25,0,0,0,28.33,24.67,19.77,14.44,9.44,9.11,2.17,0.63,0,0,-901,-901,0.7
1959,11,26,0,0,0,27.78,24.12,19.22,13.89,8.89,8.56,1.62,0.08,0,0,-901,-901,0.6
1959,11,27,0,0,0,25,21.34,16.44,11.11,4.44,4.11,-2.83,-4.37,0,0,-901,-901,0.6
1959,11,28,0,0,0,26.67,23.01,18.11,12.78,5.56,5.23,-1.71,-3.25,0,0,-901,-901,0.5
1959,11,29,0,0,0,28.33,24.67,19.77,14.44,6.11,5.78,-1.16,-2.7,0,0,-901,-901,0.5
1959,11,30,0,0,0,28.33,24.67,19.77,14.44,5.56,5.23,-1.71,-3.25,0,0,-901,-901,0.6
1959,12,1,0,0,0,28.89,25.31,20.53,15.33,6.11,6.14,-1.03,-2.65,0,0,-901,-901,0.7
1959,12,2,0,0,0,24.44,20.86,16.08,10.88,6.67,6.7,-0.47,-2.09,0,0,-901,-901,0.9
1959,12,3,0,0,0,25,21.42,16.64,11.44,5.56,5.59,-1.58,-3.2,0,0,-901,-901,0.9
1959,12,4,0,0,0,25.56,21.98,17.2,12,4.44,4.47,-2.7,-4.32,0,0,-901,-901,1.3
1959,12,5,0,0,0,21.11,17.53,12.75,7.55,5,5.03,-2.14,-3.76,0,0,-901,-901,0.9
1959,12,6,0,0,0,25,21.42,16.64,11.44,2.78,2.81,-4.36,-5.98,0,0,-901,-901,0.9
1959,12,7,0,0,0,21.67,18.09,13.31,8.11,7.22,7.25,0.08,-1.54,0,0,-901,-901,1
1959,12,8,0,0,0,14.44,10.86,6.08,0.88,8.89,8.92,1.75,0.13,0.1,0,-901,-901,0.9
1959,12,9,0,0,0,17.78,14.2,9.42,4.22,9.44,9.47,2.3,0.68,0.03,0,-901,-901,1.8
1959,12,10,0,0,0,16.67,13.09,8.31,3.11,10.56,10.59,3.42,1.8,0.2,0,-901,-901,1.4
1959,12,11,0,0,0,23.33,19.75,14.97,9.77,5,5.03,-2.14,-3.76,0,0,-901,-901,1.1
1959,12,12,0,0,0,23.89,20.31,15.53,10.33,5.56,5.59,-1.58,-3.2,0,0,-901,-901,0.8
1959,12,13,0,0,0,13.33,9.75,4.97,-0.23,4.44,4.47,-2.7,-4.32,0,0,-901,-901,1.1
1959,12,14,0,0,0,17.78,14.2,9.42,4.22,3.89,3.92,-3.25,-4.87,0,0,-901,-901,1
1959,12,15,0,0,0,24.44,20.86,16.08,10.88,5.56,5.59,-1.58,-3.2,0,0,-901,-901,1
1959,12,16,0,0,0,22.22,18.64,13.86,8.66,3.89,3.92,-3.25,-4.87,0,0,-901,-901,1.1
1959,12,17,0,0,0,20,16.42,11.64,6.44,4.44,4.47,-2.7,-4.32,0,0,-901,-901,0.9
1959,12,18,0,0,0,24.44,20.86,16.08,10.88,4.44,4.47,-2.7,-4.32,0,0,-901,-901,0.9
1959,12,19,0,0,0,23.33,19.75,14.97,9.77,9.44,9.47,2.3,0.68,0,0,-901,-901,0.8
1959,12,20,0,0,0,16.67,13.09,8.31,3.11,9.44,9.47,2.3,0.68,0,0,-901,-901,0.9
1959,12,21,0,0,0,16.11,12.53,7.75,2.55,8.89,8.92,1.75,0.13,0.6,0,-901,-901,2.3
1959,12,22,0,0,0,16.11,12.53,7.75,2.55,5,5.03,-2.14,-3.76,0,0,-901,-901,0.9
1959,12,23,0,0,0,15.56,11.98,7.2,2,7.78,7.81,0.64,-0.98,0,0,-901,-901,0.9
1959,12,24,0,0,0,12.22,8.64,3.86,-1.34,9.44,9.47,2.3,0.68,0.92,1.1,-901,-901,10
1959,12,25,0,0,0,11.11,7.53,2.75,-2.45,5.56,5.59,-1.58,-3.2,0.46,0,-901,-901,5
1959,12,26,0,0,0,16.11,12.53,7.75,2.55,3.33,3.36,-3.81,-5.43,0.26,0,-901,-901,3.4
1959,12,27,0,0,0,18.33,14.75,9.97,4.77,1.11,1.14,-6.03,-7.65,0,0,-901,-901,3.4
1959,12,28,0,0,0,17.78,14.2,9.42,4.22,2.78,2.81,-4.36,-5.98,0,0,-901,-901,3.4
1959,12,29,0,0,0,19.44,15.86,11.08,5.88,3.33,3.36,-3.81,-5.43,0,0,-901,-901,3.1
1959,12,30,0,0,0,15,11.42,6.64,1.44,2.22,2.25,-4.92,-6.54,0,0,-901,-901,2.7
1959,12,31,0,0,0,11.11,7.53,2.75,-2.45,3.33,3.36,-3.81,-5.43,0,0,-901,-901,2
1960,1,1,0,0,0,10.56,6.81,1.79,-3.68,-2.22,-2.38,-9.68,-10.61,0,0,-901,-901,0.8
1960,1,2,0,0,0,12.22,8.47,3.45,-2.02,-3.33,-3.49,-10.79,-11.72,0,0,-901,-901,1.1
1960,1,3,0,0,0,10.56,6.81,1.79,-3.68,-2.78,-2.94,-10.24,-11.17,0,0,-901,-901,1.4
1960,1,4,0,0,0,12.78,9.03,4.01,-1.46,0.56,0.4,-6.9,-7.83,0,0,-901,-901,1.3
1960,1,5,0,0,0,18.33,14.58,9.56,4.09,0,-0.16,-7.46,-8.39,0,0,-901,-901,0.8
1960,1,6,0,0,0,18.33,14.58,9.56,4.09,1.67,1.51,-5.79,-6.72,0,0,-901,-901,0.9
1960,1,7,0,0,0,18.33,14.58,9.56,4.09,2.22,2.06,-5.24,-6.17,0,0,-901,-901,0.9
1960,1,8,0,0,0,20.56,16.81,11.79,6.32,1.67,1.51,-5.79,-6.72,0,0,-901,-901,1.5
1960,1,9,0,0,0,15,11.25,6.23,0.76,3.89,3.73,-3.57,-4.5,0,0,-901,-901,0.9
1960,1,10,0,0,0,10.56,6.81,1.79,-3.68,8.33,8.17,0.87,-0.06,0.46,0,-901,-901,4
1960,1,11,0,0,0,12.78,9.03,4.01,-1.46,5,4.84,-2.46,-3.39,0.15,0,-901,-901,3
1960,1,12,0,0,0,11.67,7.92,2.9,-2.57,2.22,2.06,-5.24,-6.17,0.8,0.7,-901,-901,8.6
1960,1,13,0,0,0,12.22,8.47,3.45,-2.02,-0.56,-0.72,-8.02,-8.95,0,0,-901,-901,0.7
1960,1,14,0,0,0,10,6.25,1.23,-4.24,-0.56,-0.72,-8.02,-8.95,0.06,0.2,-901,-901,3.4
1960,1,15,0,0,0,8.89,5.14,0.12,-5.35,2.78,2.62,-4.68,-5.61,0.62,0.1,-901,-901,2.4
1960,1,16,0,0,0,11.67,7.92,2.9,-2.57,0,-0.16,-7.46,-8.39,0,0,-901,-901,1.1
1960,1,17,0,0,0,12.78,9.03,4.01,-1.46,-2.22,-2.38,-9.68,-10.61,0,0,-901,-901,1.5
1960,1,18,0,0,0,13.33,9.58,4.56,-0.91,0,-0.16,-7.46,-8.39,0,0,-901,-901,1.4
1960,1,19,0,0,0,16.11,12.36,7.34,1.87,1.11,0.95,-6.35,-7.28,0,0,-901,-901,1.4
1960,1,20,0,0,0,18.33,14.58,9.56,4.09,1.11,0.95,-6.35,-7.28,0,0,-901,-901,1.3
1960,1,21,0,0,0,19.44,15.69,10.67,5.2,3.33,3.17,-4.13,-5.06,0,0,-901,-901,1.2
1960,1,22,0,0,0,18.89,15.14,10.12,4.65,8.33,8.17,0.87,-0.06,0,0,-901,-901,1.2
1960,1,23,0,0,0,22.22,18.47,13.45,7.98,6.11,5.95,-1.35,-2.28,0,0,-901,-901,1.1
1960,1,24,0,0,0,21.67,17.92,12.9,7.43,6.11,5.95,-1.35,-2.28,0,0,-901,-901,1.1
1960,1,25,0,0,0,17.22,13.47,8.45,2.98,9.44,9.28,1.98,1.05,0.03,0,-901,-901,1.1
1960,1,26,0,0,0,16.67,12.92,7.9,2.43,8.89,8.73,1.43,0.5,0.3,0,-901,-901,1.1
1960,1,27,0,0,0,16.11,12.36,7.34,1.87,6.67,6.51,-0.79,-1.72,0,0,-901,-901,2
1960,1,28,0,0,0,23.89,20.14,15.12,9.65,3.33,3.17,-4.13,-5.06,0,0,-901,-901,3.4
1960,1,29,0,0,0,23.89,20.14,15.12,9.65,5.56,5.4,-1.9,-2.83,0,0,-901,-901,2.6
1960,1,30,0,0,0,23.33,19.58,14.56,9.09,6.11,5.95,-1.35,-2.28,0,0,-901,-901,2.4
1960,1,31,0,0,0,20.56,16.81,11.79,6.32,5,4.84,-2.46,-3.39,0,0,-901,-901,2.3
1960,2,1,0,0,0,13.89,10.13,5.1,-0.37,6.67,5.42,-1.65,-3.71,0,0.1,-901,-901,4.1
1960,2,2,0,0,0,17.78,14.02,8.99,3.52,7.78,6.53,-0.54,-2.6,0.68,0.4,-901,-901,5.1
1960,2,3,0,0,0,13.33,9.57,4.54,-0.93,3.89,2.64,-4.43,-6.49,0,0,-901,-901,2.9
